2534.8418,14.49
2536.5479,14.4
2542.0198,14.31
2546.3169,14.22
2552.6168,14.13
2557.863,14.04
2566.0908,13.95
2568.455,13.86
2574.0578,13.77
2579.5259,13.68
2587.6019,13.59
2589.669,13.5
2595.5818,13.41
2600.554,13.32
2609.087,13.23
2611.7139,13.14
2617.6748,13.05
2626.632,12.96
2628.4459,12.87
2633.0369,12.78
2642.2739,12.69
2643.8048,12.6
2649.5988,12.51
2657.872,12.42
2660.3439,12.33
2666.0259,12.24
2671.3469,12.15
2676.5919,12.06
2683.3098,11.97
2691.0489,11.88
2692.9619,11.79
2700.8588,11.7
2703.259,11.61
2708.1909,11.52
2713.9499,11.43
2717.7758,11.34
2724.3528,11.25
2732.0628,11.16
2734.3009,11.07
2739.2819,10.98
2747.731,10.89
2749.707,10.8
2755.1639,10.71
2763.3379,10.62
2767.3688,10.53
2775.0399,10.44
2776.5028,10.35
2784.8508,10.26
2787.2858,10.17
2792.861,10.08
2798.0409,9.99
2802.8998,9.9
2812.1729,9.81
2813.8049,9.72
2819.6678,9.63
2827.8079,9.54
2831.013,9.45
2836.4818,9.36
2845.3958,9.27
2846.313,9.18
2859.0298,9.09
2859.5259,9
2862.983,8.91
2867.3868,8.82
2876.6508,8.73
2879.3759,8.64
2885.155,8.55
2889.869,8.46
2900.3258,8.37
2902.5228,8.28
2907.9828,8.19
2911.984,8.1
2916.7018,8.01
2925.7789,7.92
2930.2979,7.83
2931.175,7.74
2943.2149,7.65
2947.7098,7.56
2953.2139,7.47
2958.8108,7.38
2970.5458,7.29
2972.8699,7.2
2981.3519,7.11
2986.2418,7.02
2990.3688,6.93
2994.9918,6.84
3004.0329,6.75
3009.8779,6.66
3011.4579,6.57
3023.2248,6.48
3027.1218,6.39
3032.8748,6.3
3040.689,6.21
3044.246,6.12
3049.691,6.03
3062.1359,6.12
3062.6628,6.21
3065.702,6.3
3073.9019,6.39
3076.237,6.3
3080.6949,6.21
3093.4198,6.12
3101.259,6.03
3103.256,5.94
3111.033,5.85
3114.1119,5.76
3119.5378,5.67
3124.0089,5.58
3129.9658,5.49
3138.3119,5.4
3140.5549,5.31
3144.4249,5.22
3152.0209,5.13
3159.802,5.04
3160.9168,4.95
3169.57,4.86
3171.073,4.77
3176.3809,4.68
3185.2109,4.59
3186.2149,4.5
3198.9009,4.41
3206.744,4.32
3208.514,4.23
3216.4989,4.14
3220.464,4.05
3224.7789,3.96
3229.6278,3.87
3236.1209,3.78
3240.4988,3.69
3246.3398,3.6
3255.5149,3.51
3257.7229,3.42
3265.2869,3.33
3268.6548,3.24
3273.2258,3.15
3280.9358,3.06
3283.8428,2.97
3289.6278,2.88
3294.1129,2.79
3300.2708,2.7
3306.0398,2.61
3314.1658,2.52
3316.5879,2.43
3322.3038,2.34
3327.4829,2.25
3335.6369,2.16
3337.4989,2.07
3343.4818,1.98
3349.87,1.89
3354.2149,1.8
3359.5669,1.71
3364.471,1.62
3371.0179,1.53
3374.4609,1.44
3379.3638,1.35
